Mjeseci;RelVlaznost;TempZraka;Padavine24;BrzinaVjetraKMh
11;57,7041512;14,3994694;0,000623033;27,26397
11;48,3486748;14,5444584;0,00105657;27,35214
11;56,1375809;12,7482243;3,90930271;28,15997
11;54,0800056;10,0202579;42,9576187;28,44394
11;79,3889084;7,84951162;36,5413551;28,26772
11;68,5453644;8,82100868;34,1340828;27,97645
11;59,1489639;10,4499454;1,42197859;27,68246
11;53,2949066;10,6833134;1,09453952;27,29036
11;59,5323486;12,6434879;0,063272223;26,87356
11;60,5287895;12,2170353;0,008469952;26,67725
11;53,7629433;13,743433;0,006910834;27,11344
11;54,1734619;11,9090214;5,65749216;27,16242
11;45,3780708;6,24117422;20,8391304;26,81972
11;66,0119629;8,52147865;4,81831026;26,19096
11;64,677681;6,96618032;12,8827763;25,82182
11;53,0105286;9,90044594;0,423722327;25,98287
11;75,2165146;7,3876586;4,60712433;26,40229
11;57,1928864;5,52480459;77,3684845;26,83040
11;69,917572;3,3848815;26,6725197;26,70478
11;64,7268677;3,59447622;4,01884127;26,92557
11;68,016777;3,35170889;5,47032022;27,19773
11;54,4202003;3,12813711;12,6632586;27,14111
11;66,033989;2,79168081;0,831863225;27,05928
11;63,9030075;5,27346182;30,5856628;27,20529
11;72,0293655;6,03206778;15,6460714;27,65542
11;72,6420746;3,43261099;22,8791103;27,84313
12;40,4946823;8,50771523;20,7165966;27,47752
12;65,2370834;4,78920889;13,9518728;27,30990
12;69,3515015;1,60433352;18,1175194;27,66475
12;73,1971893;1,63109744;2,21196842;27,62828
12;53,8945503;3,22527456;3,55392003;27,19767
12;66,0148697;9,57766151;12,9689245;27,71702
12;71,1890717;7,17449331;9,87610531;27,99102
12;62,8496819;8,82702065;8,36656094;27,90619
12;79,6843109;4,53112173;14,6211996;27,63538
12;83,7153015;-2,55890512;4,50201082;27,32338
12;73,2271423;-1,06125486;1,39090776;26,79010
12;77,2968903;-1,79477537;11,9557199;26,61442
12;63,3547707;0,065148927;1,46962333;26,73404
12;75,5180283;-5,4989686;0,002349635;27,04751
12;66,7748871;-3,80527353;0,385096073;27,34729
12;65,2274475;-4,95648813;0,37924701;27,12707
12;73,7885666;-2,47693491;10,4222126;27,08671
12;77,7920074;-1,79511106;12,8964462;26,94365
12;66,7206726;1,23406374;9,28442478;26,83980
12;74,6185532;3,34700918;2,13572907;26,55558
12;58,7528801;4,17119741;4,82755613;26,46220
12;58,2742424;7,68361807;31,5692158;26,87447
12;70,513504;5,21447134;17,416111;27,27004
12;67,1250229;4,60234976;19,7377377;27,34603
12;86,9041138;-0,978216529;6,36737442;27,23522
12;56,9841003;-4,29675913;3,18380094;27,47478
12;81,4933243;-3,71167612;1,82242882;27,55991
12;65,977066;0,021142578;0,930101573;27,51952
12;64,7219696;-0,154455572;0,486141473;27,55025
12;64,5917664;0,631463647;0,043975622;27,39043
12;62,5584183;1,11272585;0,012099015;27,25852
1;63,5165672;2,56347036;0,032450423;27,15740
1;74,2716293;1,09176028;0,076171316;26,86751
1;76,6543503;-3,36203623;0,003557282;26,41190
1;68,9852142;-2,0312562;1,55663884;26,31663
1;69,7147598;-0,345922858;2,24175501;26,90770
1;63,0855751;0,559625268;0,790026188;27,40485
1;72,1699448;6,68004751;1,18006337;27,76853
1;61,530304;7,1293273;4,74823523;27,68155
1;67,159668;6,8604064;0,314747989;27,83860
1;60,3880806;4,11763906;1,47550392;28,19211
1;65,8407898;3,03243399;6,07343006;28,43772
1;80,9053421;0,818536401;0,470991611;28,65378
1;67,8510361;3,96584463;0,851895392;28,25893
1;68,4951248;7,23629141;0,621658623;28,43241
1;73,0928421;3,30825186;0,830456853;28,08449
1;71,3584824;4,97023916;0,178496763;27,76299
1;61,1159401;7,82457876;0,041082222;27,49894
1;68,6450424;4,94683218;0,017749619;27,12856
1;65,4135895;3,74065542;0,384623021;26,51437
1;77,8357544;-3,37470102;1,98015201;26,55478
1;71,9191895;-2,43042612;9,97786617;27,29168
1;60,6995354;-4,77609873;7,06647301;27,46922
1;66,8819504;-1,7786926;1,9500649;27,55867
1;66,9133148;-3,43414927;0,28033784;27,55611
1;55,8227882;-1,5705322;3,48638749;27,43442
1;64,7788849;-0,249426275;0,560466409;27,05841
1;47,5021324;1,17482913;0,159356728;27,15861
1;66,591362;1,56630862;0,007956163;27,15518
1;68,7143097;0,160974115;0,049184732;27,16967
1;72,1613922;1,42366946;0,017660089;27,63525
1;70,2832947;1,64589846;0,000530076;27,80811
2;57,0104446;2,02684927;0,001980006;28,04357
2;55,8265114;2,89745474;0,006081308;28,00752
2;67,2600861;1,41262209;0,037404101;27,91247
2;61,8594284;4,42778921;0,017897459;27,63602
2;41,3712845;10,0422611;0,090710387;27,72297
2;48,6781502;10,0188541;0,060600728;27,67401
2;38,9102592;10,8201847;0,29191643;27,08456
2;40,0445786;10,5114689;0,178011388;27,14458
2;46,9592209;6,87529898;0,181712642;26,96599
2;38,9769936;6,98964834;0,022545381;27,42347
2;41,4131775;7,46367788;0,236177072;27,86139
2;59,1167679;5,0199523;0,644966364;28,34314
2;65,0701141;0,386315912;0,290887266;28,64648
2;66,3560257;3,92659903;0,187441289;28,36418
2;74,4910965;3,83266592;0,106033973;28,21106
2;55,2758102;6,76854849;6,17212105;27,94087
2;67,2966156;5,55666494;4,05211592;27,67307
2;59,4862862;4,88759756;5,97398949;27,65580
2;57,7504387;6,41997671;0,262411475;27,86053
2;55,2751923;3,58208609;0,275372505;27,71711
2;66,9367294;1,8553406;6,13569689;27,28792
2;59,1319504;0,880120873;0,496401191;27,58874
2;56,1147346;-0,132116705;1,99533916;28,31456
2;58,395031;0,98146975;0,494236559;28,16600
2;62,8285675;0,281518549;4,48265791;28,15743
2;64,0946045;4,27202749;0,022547409;28,04528
2;71,2610474;3,89885855;0,072585806;27,45440
2;68,9585419;1,575647;1,03919935;26,57917
3;61,4835701;1,00090945;2,45824313;26,53430
3;76,2877121;-0,216497809;8,23375702;26,87459
3;66,5065079;3,11446524;0,112844609;26,54461
3;61,1314697;4,2638793;2,84771371;26,44901
3;79,7763901;3,78408194;1,16587698;26,43960
3;54,5320778;4,79650259;0,010384545;26,62693
3;68,9492188;-2,06925058;0;27,26257
3;38,3171654;2,71697378;0,020834481;27,73381
3;37,5692024;6,07552481;0,002148746;27,56065
3;48,9441719;6,83458853;0,067241333;27,30754
3;40,4129295;8,74755287;0,088397466;27,31160
3;38,9003792;10,9512882;0,184219703;27,65728
3;38,0963783;13,8919621;3,70984745;28,04472
3;63,0616531;11,4093876;0,823762;28,50718
3;60,8034935;11,6911564;1,55889785;28,62641
3;46,7801285;10,0751896;15,2125187;28,99502
3;65,3680649;9,17223549;8,61656666;28,65911
3;48,7657356;7,05251455;1,11218464;27,95167
3;66,182045;5,54381704;0,486964226;27,56654
3;60,2275734;4,70464468;0,03260852;27,31811
3;71,2707062;3,96096182;0,052959438;27,06345
3;42,9304276;6,89605093;0,298143983;27,50499
3;50,8459473;10,2991276;0,096071623;28,07411
3;38,9890594;12,2810001;0,017601771;28,33488
3;28,8381824;16,0201359;0,094958216;28,13704
3;48,2769165;12,480463;0,106978536;27,99349
3;56,5873032;11,4550724;0,283998221;27,97725
3;63,3726006;13,2676945;5,81804609;28,23928
3;59,4214516;11,0116215;3,05166149;27,91500
3;54,1590691;11,4453068;0,052998882;26,97587
3;48,8284798;12,8759098;0,02710289;26,53279
4;34,7018814;13,6739445;0,342470109;26,61495
4;44,7457085;14,0364323;0,014687364;26,98464
4;44,4983292;14,4554081;0,114327766;27,73421
4;43,6690636;16,5343571;0,882775664;28,22207
4;58,7012062;11,9131107;0,955593169;28,21729
4;44,264843;12,7895756;0,025467375;28,35298
4;52,7763329;16,9890079;0,035326839;28,34549
4;50,0251198;15,9014835;0,054130398;28,04815
4;39,4409599;16,2858829;0,029357942;27,65447
4;35,6374741;13,7264042;0,036091365;27,29969
4;36,2088394;13,2459965;0,07220488;27,16672
4;42,386055;16,2777958;4,07870674;27,04028
4;63,7964249;8,23485756;8,5964632;26,77738
4;55,9224167;8,57134438;0,384353995;26,90053
4;54,81353;8,41936684;0,342759311;26,72604
4;57,7128525;9,44732094;0,240109786;26,86017
4;49,9951057;13,2887516;0,05596406;27,17120
4;40,1506691;13,0342655;0,102844931;27,09975
4;45,6011848;14,1239567;0,069744378;26,77075
4;45,2808647;15,2986393;0,069806799;26,50025
4;38,3994484;17,8364506;0,043363016;26,89857
4;38,6351547;17,5438175;0,042613842;27,78679
4;40,2482338;17,4041996;0,110179573;28,16807
4;40,0244675;14,328516;0,518110156;28,15489
4;44,9322662;17,1364994;0,286670178;27,64752
4;47,0435143;14,4070683;1,21722698;27,46676
4;49,0198402;15,7465153;0,830838323;27,50667
4;57,6145477;12,9841251;0,198503807;27,55008
4;55,7494278;13,8670597;2,52501106;27,91700
4;45,9309158;15,2183475;3,25653863;27,60855
5;48,9694138;14,9512272;6,4065094;27,76055
5;52,220932;15,9981327;1,48162985;28,06085
5;49,0361671;15,1089115;3,05133462;28,00818
5;64,6527405;11,5287418;0,130214795;27,23411
5;46,394619;12,0665531;0,003034734;27,41627
5;35,2578621;14,2903385;0,00313063;28,09616
5;35,3092804;17,7505131;0,003383686;28,07161
5;45,1868362;15,3751163;1,34128296;28,18401
5;54,9005089;14,0061893;1,33061409;28,14082
5;48,7764549;16,2084599;0,30870226;28,16188
5;43,4401779;17,1021366;0,833066106;27,53534
5;38,2267075;19,0981083;0,017036902;26,59665
5;54,8946342;17,6601505;0,577081501;26,18482
5;43,5995483;20,6312809;0,101022579;26,11349
5;47,4929008;19,5164738;8,34484768;26,08269
5;55,2259521;11,6438541;8,14863777;26,55483
5;53,0192604;14,455225;1,0523088;26,80430
5;61,4542084;16,4267826;0,915037751;26,69371
5;44,9186974;19,6412296;1,80087185;26,90574
5;44,6785736;20,721674;2,57794118;27,32720
5;45,7350349;20,9793339;9,98090172;27,64210
5;52,3792915;20,4399052;5,55302858;28,23522
5;47,5557213;20,5696049;5,07191133;28,79031
5;51,8314896;20,8500004;7,08640194;28,70781
5;46,4616928;21,5452824;4,65872383;28,34781
5;50,4216347;20,7781315;0,038803507;27,93595
5;45,672123;23,1102238;1,97955739;27,53560
5;52,4119797;19,590723;7,49066162;27,35682
5;56,6914406;18,3733158;1,37847769;26,84429
5;48,5947762;21,9392338;0,647948146;26,95226
5;48,3503113;21,3294621;5,74064875;27,29255
6;48,3353615;21,2311344;8,60933208;27,85148
6;65,259491;18,5925236;6,54204178;28,05073
6;62,234478;20,4034672;1,51782763;27,70900
6;48,1499596;22,0772038;7,71286488;27,45918
6;51,1467476;22,5588932;3,98058629;27,29898
6;48,8498116;22,5477848;1,87053084;27,46898
6;53,0527077;23,0530643;1,42953205;27,65391
6;51,4230385;21,758997;21,4412727;27,67025
6;52,722805;18,4790592;7,46865845;28,10002
6;54,3472977;18,5399723;0,050755575;28,42825
6;38,4312325;18,5220585;0,148738787;28,10074
6;48,6472664;19,489069;0,034698274;27,87994
6;41,3147087;20,5338688;0,622116268;27,73431
6;42,8317833;20,2259769;3,46791863;28,36275
6;44,2333145;21,482111;1,21690249;28,82423
6;44,9624825;22,4684086;0,837567031;28,43655
6;43,0947304;23,9112797;0,121537492;28,15337
6;53,009243;24,1195011;0,403306037;28,43400
6;54,5406914;20,9129581;1,63051045;28,78611
6;40,9909515;19,793726;0,004403492;28,45279
6;38,9719543;24,1581364;0,005195583;27,81933
6;37,4038811;26,6534977;0,008507512;27,95174
6;41,7907524;26,4458256;0,018519146;28,29424
6;46,9869652;23,6256351;3,14349031;28,47800
6;41,7125206;19,5753422;0,024064191;28,48722
6;47,588192;20,2494144;0,008270044;28,66012
6;41,0477753;19,5425053;0,001446359;28,74729
6;39,2151527;21,0234623;0,22213082;28,55883
6;51,8879128;21,1517582;0,93152225;28,09406
6;45,0791092;23,4609928;10,5230341;28,26393
7;51,8473015;19,9164371;2,68947697;28,50470
7;53,515213;16,8634586;5,39527321;28,33066
7;38,0257683;19,5161381;0,14343752;28,67324
7;50,2412033;22,4165592;0,103286475;29,03973
7;54,3318481;21,6908817;7,07238865;28,60214
7;49,0726624;21,7786808;0,181425333;28,37578
7;39,6954994;26,2209721;0,019264929;28,73523
7;38,6594734;27,3624821;0,116936408;27,76570
7;36,1249161;28,5922184;0,001609238;27,55196
7;35,4640579;29,0760441;0,075795621;27,62146
7;38,7281876;28,6033268;2,92786241;27,31916
7;42,6034203;27,4197636;0,77463311;27,24673
7;38,2229576;27,6655521;0,001015913;27,36396
7;37,4226379;30,6874332;0,011180341;27,89198
7;45,8271675;27,3423405;0,004815687;28,20959
7;47,4921417;24,6121159;0,532170475;28,17924
7;37,3462372;25,7702579;0,186779901;28,03358
7;40,424057;26,5961552;0,114223272;28,09952
7;38,7217941;26,8706608;0,455754906;27,85471
7;50,0122452;19,5673466;13,7382059;28,01579
7;45,5666161;20,7202396;0,343461305;28,02613
7;48,9469414;20,7875614;1,13871753;27,71436
7;66,3834839;19,8714848;21,428442;27,54022
7;46,4990425;19,6777592;16,5679626;27,71195
7;54,7931099;16,6021366;3,13888216;27,96753
7;55,2525291;19,1431217;5,15842772;28,06640
7;46,8404579;20,7066288;1,46331561;27,90155
7;53,1637497;21,7772465;9,61556339;27,79600
7;52,1145058;18,5625553;16,4152966;28,25446
7;50,7104988;20,0771427;0,998250544;28,29629
7;53,6219635;20,8806705;2,48552036;28,01912
8;54,512146;20,6954594;0,330616772;27,69741
8;49,1007538;21,5354252;0,012631254;27,64739
8;46,8567657;24,4522343;0,021043649;28,33944
8;51,4689178;23,5282841;14,9718361;28,61689
8;53,4634552;22,210413;0,057636712;28,78518
8;48,1343651;24,9278507;0,009220409;27,98783
8;47,9914551;25,8813419;0,122766614;27,88663
8;47,0893974;26,7091007;0,264377922;27,78305
8;54,4278069;21,2964725;0,43150124;27,05882
8;50,7834587;18,6646976;0,200862378;26,61991
8;38,0444221;22,53158;0,004396199;26,43180
8;42,5293655;23,3275394;0,002611564;26,58293
8;42,9220047;24,3965397;0,032759246;27,20030
8;45,4661484;23,7360477;0,091204107;27,33750
8;43,7987633;26,3032475;1,17688799;27,19690
8;44,6869698;23,4822025;0,331343949;27,57267
8;45,864399;25,3658085;0,001065431;27,35945
8;38,1458397;27,1461735;0,000615989;27,76592
8;35,3140106;29,0738468;0,006365309;28,13715
8;43,2233467;27,5673161;0,036377046;28,34638
8;43,4414215;26,7696171;0,00024778;28,54068
8;36,6062622;29,0228519;0,000180378;28,56390
8;36,811657;29,2550297;0,001975772;28,68197
8;36,7314262;29,8343754;0,003161371;28,54481
8;29,3535461;30,7184391;0,004346971;28,28127
8;31,9548512;30,5424442;0,056266673;28,16544
8;30,6533604;29,5613956;0,089660764;28,09268
8;48,0607948;25,6012516;0,046918232;27,72604
8;38,5103493;26,377985;0,006103591;27,26681
8;42,5230255;24,3997135;0,113631748;27,36425
8;45,7385445;23,5230045;0,021185163;27,94147
9;37,7840004;24,8537235;0,218451008;28,65587
9;44,4778786;24,6043339;2,97917676;29,04417
9;40,5543022;25,2799931;1,73874426;29,17484
9;40,0065155;26,740839;0,010891256;28,90196
9;49,3520203;23,9831486;2,20819473;28,61345
9;53,9556618;21,151453;0,141351029;28,19750
9;41,8478355;23,5703983;0,166135386;28,35545
9;46,2471313;23,1768131;0,453088731;28,46828
9;45,9716988;23,0011539;0,030358514;28,24965
9;37,2188263;26,2965641;0,008587379;28,42111
9;38,492794;27,2376957;0,004937759;28,47782
9;38,7040863;25,7592716;0,387716532;28,60796
9;40,3308411;25,9493351;0,00110789;27,97938
9;35,145092;26,6600895;0,005719414;27,22268
9;49,1166382;23,8041935;0,029584525;26,99609
9;42,4838066;24,5202579;0,000741951;27,41023
9;36,8943253;25,4727421;0,006013576;28,02774
9;39,0473518;24,3780766;0,02899088;28,37529
9;52,4513321;20,9912968;22,6851597;28,16610
9;54,6881866;14,0772038;6,76129103;27,78378
9;67,3957214;17,9531498;0,52579087;27,51940
9;49,7967148;20,2736759;0,006361825;27,30761
9;47,1638145;20,3144169;0,043110196;27,59774
9;46,5694313;19,7305546;0,00402502;27,18436
9;49,4677277;20,8213749;0,060668379;27,42481
9;50,9752846;19,8781986;0,615293682;27,64755
9;45,3830452;20,9607487;0,000996773;27,44614
9;44,2104149;20,2165165;0,000260987;27,27233
9;45,9854126;18,7028751;0,085020706;26,72203
9;51,1049004;19,7781315;0,004070876;26,82983
10;49,1015778;19,3150272;0,001048695;27,64158
10;44,6663513;19,6455021;0,001185626;28,11376
10;46,6883965;19,8117008;0,002258001;27,73202
10;47,7923622;19,7710819;0,000424371;27,36689
10;45,7535095;20,1513004;0,003146331;26,82558
10;46,5166397;20,2177372;0,00586829;27,02415
10;49,0424232;16,9911747;34,3400078;27,52836
10;59,2110252;10,8738041;1,50269318;27,78804
10;55,1048622;9,00652504;0,246295348;27,82272
10;62,1459961;11,5215397;0,032157958;27,56665
10;69,5791626;16,1046696;0,055609576;27,43551
10;47,1440163;17,7761784;0,463779509;27,14119
10;61,6980553;13,7419376;5,05257511;26,84908
10;42,1646805;11,705286;0,002034227;26,92869
10;44,2969093;10,8999882;0;26,83540
10;41,8873291;9,20855141;0,035217717;26,58438
10;46,2963333;8,7784977;0;26,68406
10;42,0333633;13,401392;0;27,12736
10;56,4024506;14,2930546;0,002593085;27,30109
10;67,9921036;12,7132816;6,23209333;26,66185
10;66,0077515;10,3512516;10,4113035;26,40537
10;57,308403;10,6783085;0,200354487;26,44654
10;69,0886078;9,11458778;0,429920316;26,23583
10;59,021946;10,6729374;0,446187675;26,59514
10;66,7974854;13,1692753;0,234386191;27,26242
10;57,2817345;13,2790165;5,06419134;27,10439
10;68,2861481;11,53689;19,9935417;26,55430
10;67,4874191;12,3744755;0,003553016;26,50629
10;58,375946;13,2047672;0,000513736;27,22893
10;58,6255074;11,9220524;0,007543121;27,84920
10;55,9177361;11,664362;0,016088046;28,11413
11;53,5149765;11,9938602;0,002202142;28,30680
11;57,8587418;10,8577518;0,001723223;28,00804
11;51,7789421;11,9902592;0,001244304;27,49869
11;49,9028206;12,5206547;0,092157394;26,79736
11;54,4858589;13,1224613;0,319163352;26,38569
11;65,8193817;12,2797489;8,42538071;26,76855
11;60,0278625;11,4064274;11,3312435;27,03801
11;60,3378563;10,374567;3,24739456;27,64540
11;64,4971542;11,9364872;1,14575613;27,94757
11;75,5877686;8,71465492;0,012441219;28,10473
11;68,8037338;7,35192251;0,000228055;28,02259
11;56,9128304;6,42431021;0;27,96121
11;65,2395401;5,29836416;0;27,36617
11;58,6458168;5,93978262;0,325043589;26,91779
11;52,0470505;7,68715811;0,670776665;26,32389
11;50,6467056;7,42055655;0,091591947;25,98818
11;55,6454468;6,23732901;0;26,14845
11;54,2339478;6,82064199;0;26,65445
11;44,7487793;7,41030264;0;27,55977
11;46,2830544;4,78035879;0;28,14280
11;47,7979698;6,81563711;0,030041978;28,04549
11;73,3917236;5,01125479;0,579291642;28,28044
11;60,3868065;5,44741201;9,20893669;28,19718
11;70,7825928;4,63942862;2,68047714;27,85303
11;68,1660843;6,36602163;1,341170615;27,79271
11;59,100872;6,4241271;0,001864089;27,80401
11;67,1062317;6,9564147;0,000397422;27,75543
11;59,2617722;8,23696327;0,09451279;27,99827
11;60,3048706;7,16539907;0,000797473;28,40887
11;57,5203629;8,24822426;0,000398737;28,44605
12;58,0792847;8,159235;0;28,10832
12;65,820076;9,11095619;0;27,81791
12;62,8980217;8,00502968;0,445717633;28,17090
12;56,0131187;7,62468863;0,981296182;28,22563
12;72,6233139;4,64782095;38,5303612;27,81037
12;65,5779343;2,77782583;8,34503365;27,35195
12;54,5858192;4,39818716;1,73553872;27,49632
12;54,8882141;4,64977407;3,14238954;27,77116
12;53,3362846;7,83260489;5,34746695;27,70372
12;61,3769722;6,65648794;3,89920974;27,47174
12;58,0568428;8,40126991;1,31359005;27,32335
12;65,2965088;5,12856436;8,59468079;27,36682
12;60,3436089;6,0065856;16,6325397;26,86340
12;72,7465363;5,84874868;1,69181955;27,38937
12;52,4476395;5,79546499;17,7847996;27,79178
12;53,1624794;6,36446524;7,2694664;27,97235
12;68,053215;-0,430792242;17,8471775;27,84918
12;62,4090958;1,74273074;6,67569685;27,96803
12;70,4059219;-0,413549811;16,7237835;28,22773
12;72,7644119;-0,075781249;1,12297904;27,47561
12;64,9043427;0,723962426;0,012942107;27,21858
12;59,6843987;2,6539855;0,27222088;27,79748
12;65,3208084;3,80474234;0,016476959;28,89623
12;62,6001167;7,44551992;2,89579248;29,44168
12;62,449379;2,38701773;5,03747225;29,19608
12;70,6972885;2,82879019;0,001685439;28,72024
12;70,7514191;3,37676382;0;28,38836
12;77,4086304;4,91350698;0,001185303;28,29041
12;60,5862732;1,39360964;0,464661598;27,87552
12;64,4330444;-0,525427222;19,929306;27,61701
12;67,5297699;-1,64838254;0,911523521;27,28776
1;73,3643646;3,40358877;0,0163939;13,76203
1;64,0573196;6,79741812;0,387753814;21,60629
1;69,6118774;4,07384634;0,024744533;14,60391
1;55,1274948;4,79641104;3,44686508;18,54369
1;37,8649521;10,9324894;5,26704693;24,73969
1;43,7116508;-0,55280149;4,9455471;39,90173
1;57,0393524;1,02260745;0,8980847;29,20993
1;63,2154503;0,575372338;1,63018262;18,11184
1;65,6313629;-1,22653806;0,176858395;22,10189
1;61,7255936;0,3395935;0,484806031;21,27017
1;59,0644379;2,27089834;0,00076586;20,58965
1;66,6443405;2,56252432;0,097385928;16,83933
1;68,3275757;1,11071169;0,195846617;14,47213
1;61,9649086;0,268914789;0,007232517;19,05700
1;71,5394669;-3,70932627;0;19,67816
1;72,7760086;-4,31326914;0,000516256;15,83104
1;66,8254776;-2,97302866;0,037977327;15,07094
1;74,082222;-2,72522593;0,042995945;14,88243
1;62,0865517;4,60726309;3,39403439;25,84135
1;71,184227;2,48186636;10,9643497;26,82311
1;75,6318207;-1,13049924;1,10323691;18,27540
1;78,1547699;3,96395254;0,969610631;21,56060
1;59,7673607;5,16188955;1,45492887;16,33183
1;57,2018013;2,11971426;5,29259729;21,18395
1;55,3467407;0,61226809;4,66051817;36,13381
1;75,1959229;-0,990332007;0,151766375;25,79732
1;62,1250839;0,653497338;0;14,21742
1;70,4262619;2,16655874;0,00855321;12,15896
1;64,0614624;-1,25449216;3,25543427;19,46586
1;66,0629272;-3,10635996;0,376762629;23,37748
1;61,9541817;-4,80658579;0,658600092;18,61547
2;68,3104477;-4,47717905;2,64491558;25,54696
2;76,3431549;-4,66614389;2,76764417;28,71082
2;72,0039597;-0,754339576;13,0537863;29,65396
2;72,3545303;-0,444250494;6,92327118;27,19623
2;74,4695129;-2,49313974;4,95961618;21,74316
2;56,9163208;-1,27698362;5,88583946;32,67218
2;63,3471794;-0,76273191;9,84816837;40,37198
2;58,2930794;-4,21738291;3,22942424;32,36107
2;58,7281799;-2,84052134;7,50626135;20,49602
2;65,3881683;-5,61295176;7,78695059;30,36611
